(( 0.08728106529836, 0.079038033007976, 0.30376450525923, 3.9796810591206), Metal )
(( 0.05, 0.03, 0.118069349212, 3.4383658932698), Metal )
(( 0.13395417020717, 0.11792988902316, 0.75, 3.9464530431065), Ceramic )
(( 0.0737554437122, 0.072208309285323, 0.23537878819963, 2.6379406502517), Metal )
(( 0.1231956476793, 0.10993007654952, 0.55218222072578, 3.3268251262306), Metal )
(( 0.050520803105052, 0.03, 0.1, 3.0394169324156), Metal )
(( 0.065260950649223, 0.058392877872215, 0.25650098488371, 2.9976128416724), Ceramic )
(( 0.12526000344022, 0.10745320164959, 0.32763931007274, 2.5839776035066), Plastic )
(( 0.085269929865209, 0.07261851402016, 0.28119355684324, 3.2815655306363), Metal )
(( 0.05, 0.050239490483236, 0.13491465664867, 2.8145304234561), Metal )
(( 0.054001344762978, 0.055341879004422, 0.16487008645536, 2.8963928457004), Metal )
(( 0.064190067995497, 0.077795174128329, 0.21547192797714, 1.551211249616), Metal )
(( 0.12444642271383, 0.082064710583699, 0.27088036381362, 2.1429306116684), Plastic )
(( 0.098832064835246, 0.052139567792118, 0.37928134956834, 1.9792339221131), Ceramic )
(( 0.079532554063403, 0.060651839343578, 0.24496413605778, 4.2407579031457), Metal )
(( 0.10000427131814, 0.12311349595709, 0.75, 3.4453166888881), Ceramic )
(( 0.12662506208428, 0.1355023611949, 0.75, 3.4273438217751), Ceramic )
(( 0.10210272416064, 0.10724753804472, 0.71288564605087, 3.3929024245851), Ceramic )
(( 0.092258126303616, 0.03, 0.19503437294061, 4.6292545814078), Ceramic )
(( 0.14387153667861, 0.10159334892783, 0.31788843295425, 3.0995451251587), Plastic )
(( 0.1025077685454, 0.064600100834315, 0.39873540568362, 2.7320066961432), Ceramic )
(( 0.070235722524302, 0.062370381903161, 0.24699848549241, 4.8522039553551), Metal )
(( 0.1407972799795, 0.1376446704578, 0.40516630674612, 1.220029275823), Plastic )
(( 0.088791600139157, 0.12499839616228, 0.68390386353245, 3.3362782551103), Ceramic )
(( 0.088590778436476, 0.13065810828543, 0.7204227404539, 2.6583460579648), Ceramic )
(( 0.10487323600194, 0.077293766920048, 0.34908776191632, 4.823706900351), Metal )
(( 0.15616378771626, 0.085526610540484, 0.3361921076334, 1.7264736077553), Plastic )
(( 0.18595005751771, 0.11845455830554, 0.46073584871705, 2.2702520177949), Plastic )
(( 0.067117017514742, 0.094261051001864, 0.29645414816987, 2.8097941813717), Metal )
(( 0.15229398101916, 0.15, 0.53175437559421, 3.6585338271739), Plastic )
(( 0.093563408573957, 0.070310768516525, 0.31828998826784, 5.125105454547), Metal )
(( 0.15211135148175, 0.15, 0.49220192419628, 1.685845300148), Plastic )
(( 0.21042901666462, 0.15, 0.7329664626178, 4.5098066605974), Plastic )
(( 0.094687010132851, 0.032536836166663, 0.1509691032584, 3.0288872611158), Metal )
(( 0.1224294744829, 0.066047916907563, 0.2146963018273, 2.0460508434456), Plastic )
(( 0.18481147645956, 0.15, 0.56999337716153, 3.9701378634318), Plastic )
(( 0.13951034536483, 0.15, 0.4676974494876, 3.3375735498637), Plastic )
(( 0.12187390743658, 0.12991038013094, 0.65075605165688, 2.4191603614896), Metal )
(( 0.15763388703419, 0.15, 0.55985450292252, 4.0721640253934), Plastic )
(( 0.098315639970549, 0.081762564110013, 0.1499898992345, 2.5985597597772), Plastic )
(( 0.07, 0.033057340336615, 0.14715773352061, 2.0570877096359), Plastic )
(( 0.1563628545769, 0.07983935650809, 0.23196717134047, 1.2574421507462), Plastic )
(( 0.16710347566706, 0.15, 0.6036160912956, 3.0429580837829), Plastic )
(( 0.087894137863087, 0.11151534905596, 0.40119530396525, 2.9096408895569), Metal )
(( 0.17952076580563, 0.15, 0.58594444063721, 2.3040344848813), Plastic )
(( 0.05130924091221, 0.032472627790941, 0.1, 2.2996959558643), Metal )
(( 0.11873059405186, 0.15, 0.37911747650844, 2.9147565585902), Plastic )
(( 0.12604758412289, 0.13340383295212, 0.69289361942173, 2.5141630012481), Metal )
(( 0.097270840844254, 0.058536712427323, 0.24524314837659, 1.7075714505165), Metal )
(( 0.094402743241878, 0.051188998954518, 0.14369004006792, 1.7240436246962), Plastic )
(( 0.050348263976768, 0.089402789951384, 0.18140996842351, 3.5094030008099), Metal )
(( 0.11425862087826, 0.10546514170873, 0.29832531337295, 3.0949348338218), Plastic )
(( 0.081051342850996, 0.040650749026967, 0.13161942136067, 5.027896069333), Metal )
(( 0.11353323363035, 0.12210994995291, 0.57326702143603, 2.9950269178289), Metal )
(( 0.088544640104616, 0.094386059099689, 0.33577730873572, 3.5127800391755), Metal )
(( 0.05, 0.031410668758259, 0.1, 3.0840343918047), Metal )
(( 0.067973389781152, 0.060994626081757, 0.20964966776509, 4.9094558040764), Metal )
(( 0.09551069520247, 0.069451373839337, 0.27626081023943, 2.296427219332), Metal )
(( 0.09230968968288, 0.072632433372873, 0.33053193740509, 4.4317158843239), Metal )
(( 0.073385698734858, 0.050350462731832, 0.19003981724281, 6.0526052011456), Metal )
(( 0.088792296180824, 0.079237674428093, 0.31042780225996, 2.0928465428891), Metal )
